Timestamp,EEG.Counter,EEG.AF3,EEG.AF4,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,Label
1669540627.458477,62.0,4211.666504,4217.436035,4199.358887,4212.94873,4198.974121,4210.384766,4206.025879,4218.461426,4219.230957,4215.641113,4208.717773,4223.589844,4213.717773,4226.282227,4
1669540627.462375,63.0,4213.846191,4217.05127,4204.230957,4213.461426,4196.922852,4211.538574,4206.538574,4218.589844,4218.846191,4214.615234,4206.794922,4220.641113,4210.0,4223.717773,4
1669540627.466272,64.0,4214.743652,4214.743652,4210.384766,4211.538574,4199.358887,4210.897461,4205.128418,4220.128418,4213.333496,4211.153809,4203.333496,4214.358887,4205.769043,4219.358887,4
1669540627.47017,65.0,4215.0,4209.871582,4217.436035,4208.077148,4206.153809,4210.384766,4202.563965,4220.384766,4203.205078,4205.384766,4197.820313,4206.922852,4201.282227,4211.794922,4
1669540627.474068,66.0,4216.666504,4204.102539,4225.128418,4205.384766,4214.358887,4212.307617,4201.153809,4217.563965,4191.666504,4198.077148,4191.538574,4200.384766,4196.538574,4201.666504,4
1669540627.477965,67.0,4220.897461,4200.256348,4232.179688,4205.256348,4220.769043,4216.666504,4201.922852,4211.282227,4182.820313,4190.769043,4186.666504,4195.641113,4193.205078,4191.410156,4
1669540627.481863,68.0,4226.410156,4200.0,4237.307617,4207.436035,4224.102539,4220.897461,4203.974121,4203.846191,4180.128418,4185.0,4184.487305,4191.794922,4192.563965,4183.589844,4
1669540627.485761,69.0,4230.641113,4202.179688,4239.871582,4209.487305,4224.743652,4222.05127,4204.871582,4198.589844,4183.846191,4182.179688,4184.358887,4187.820313,4194.358887,4179.487305,4
1669540627.489658,70.0,4231.794922,4203.974121,4240.641113,4209.871582,4224.102539,4219.487305,4203.589844,4197.05127,4190.897461,4182.692383,4185.256348,4184.230957,4196.538574,4178.717773,4
1669540627.493556,71.0,4230.128418,4202.436035,4241.025879,4208.974121,4223.333496,4215.641113,4201.410156,4198.333496,4196.666504,4186.153809,4186.666504,4181.922852,4197.05127,4179.743652,4
1669540627.497453,72.0,4228.589844,4197.563965,4242.307617,4208.205078,4223.846191,4213.974121,4200.897461,4199.871582,4198.717773,4191.282227,4189.102539,4182.179688,4195.512695,4181.282227,4
1669540627.501351,73.0,4229.487305,4192.307617,4244.487305,4208.717773,4225.641113,4216.025879,4202.820313,4199.743652,4197.94873,4196.794922,4192.436035,4184.743652,4193.846191,4182.94873,4
1669540627.505248,74.0,4232.820313,4190.256348,4246.153809,4210.256348,4228.205078,4220.128418,4205.384766,4198.461426,4197.05127,4200.512695,4194.487305,4187.94873,4193.589844,4183.846191,4
1669540627.509146,75.0,4235.384766,4192.307617,4246.153809,4211.282227,4229.871582,4222.307617,4206.282227,4198.205078,4197.820313,4201.025879,4193.077148,4190.128418,4194.487305,4182.94873,4
1669540627.513044,76.0,4234.102539,4196.025879,4243.846191,4210.0,4229.102539,4219.871582,4204.615234,4200.897461,4200.0,4198.589844,4188.846191,4189.871582,4194.230957,4180.0,4
1669540627.516941,77.0,4228.461426,4197.179688,4240.641113,4206.153809,4225.256348,4213.846191,4201.666504,4206.153809,4202.692383,4195.641113,4184.871582,4187.820313,4192.05127,4176.538574,4
1669540627.520839,78.0,4221.410156,4194.358887,4237.94873,4201.025879,4219.871582,4207.692383,4199.615234,4211.666504,4205.384766,4195.256348,4184.615234,4185.641113,4188.974121,4174.487305,4
1669540627.524737,79.0,4216.794922,4190.128418,4236.282227,4197.692383,4215.897461,4205.0,4199.358887,4214.487305,4208.205078,4198.717773,4188.717773,4185.256348,4187.436035,4175.0,4
1669540627.528634,80.0,4215.769043,4188.205078,4235.256348,4197.94873,4215.0,4206.282227,4200.256348,4214.230957,4211.538574,4203.846191,4194.615234,4187.436035,4188.333496,4176.666504,4
1669540627.532532,81.0,4216.410156,4189.487305,4233.846191,4201.282227,4216.922852,4209.487305,4200.897461,4212.436035,4214.743652,4207.05127,4198.589844,4191.666504,4190.641113,4177.820313,4
1669540627.536429,82.0,4216.538574,4191.794922,4232.307617,4204.743652,4219.871582,4211.922852,4200.512695,4211.922852,4216.282227,4206.794922,4199.102539,4196.153809,4193.077148,4177.563965,4
1669540627.540327,83.0,4216.410156,4193.461426,4231.538574,4206.794922,4222.05127,4212.179688,4200.384766,4214.230957,4215.897461,4204.743652,4197.179688,4199.743652,4195.384766,4176.922852,4
1669540627.544224,84.0,4218.589844,4194.871582,4232.436035,4207.563965,4222.436035,4211.410156,4202.05127,4218.589844,4215.0,4203.333496,4195.0,4201.538574,4198.589844,4177.436035,4
1669540627.548122,85.0,4223.589844,4198.077148,4234.358887,4208.717773,4221.666504,4211.666504,4205.641113,4222.307617,4214.871582,4204.102539,4194.615234,4201.794922,4203.205078,4179.615234,4
